,date,country,channel,n_tickets
808,2020-04-01,23,37,22.0
809,2020-04-02,23,37,21.0
810,2020-03-24,23,39,100.0
811,2020-03-25,23,39,98.0
812,2020-03-26,23,39,99.0
813,2020-03-27,23,39,98.0
814,2020-03-28,23,39,89.0
815,2020-03-29,23,39,93.0
816,2020-03-30,23,39,106.0
817,2020-03-31,23,39,100.0
818,2020-04-01,23,39,98.0
819,2020-04-02,23,39,99.0
820,2020-03-24,24,-1,517.0
821,2020-03-25,24,-1,530.0
822,2020-03-26,24,-1,573.0
823,2020-03-27,24,-1,603.0
824,2020-03-28,24,-1,475.0
825,2020-03-29,24,-1,383.0
826,2020-03-30,24,-1,591.0
827,2020-03-31,24,-1,524.0
828,2020-04-01,24,-1,533.0
829,2020-04-02,24,-1,576.0
830,2020-03-24,24,23,2.0
831,2020-03-25,24,23,2.0
832,2020-03-26,24,23,2.0
833,2020-03-27,24,23,2.0
834,2020-03-28,24,23,12.0
835,2020-03-29,24,23,2.0
836,2020-03-30,24,23,9.0
837,2020-03-31,24,23,2.0
838,2020-04-01,24,23,2.0
839,2020-04-02,24,23,2.0
840,2020-03-24,24,26,16.0
841,2020-03-25,24,26,17.0
842,2020-03-26,24,26,17.0
843,2020-03-27,24,26,19.0
844,2020-03-28,24,26,22.0
845,2020-03-29,24,26,22.0
846,2020-03-30,24,26,16.0
847,2020-03-31,24,26,16.0
848,2020-04-01,24,26,17.0
849,2020-04-02,24,26,17.0
850,2020-03-24,24,28,465.0
851,2020-03-25,24,28,475.0
852,2020-03-26,24,28,487.0
853,2020-03-27,24,28,454.0
854,2020-03-28,24,28,397.0
855,2020-03-29,24,28,435.0
856,2020-03-30,24,28,478.0
857,2020-03-31,24,28,465.0
858,2020-04-01,24,28,475.0
859,2020-04-02,24,28,487.0
860,2020-03-24,24,29,6.0
861,2020-03-25,24,29,6.0
862,2020-03-26,24,29,8.0
863,2020-03-27,24,29,5.0
864,2020-03-28,24,29,4.0
865,2020-03-29,24,29,6.0
866,2020-03-30,24,29,6.0
867,2020-03-31,24,29,6.0
868,2020-04-01,24,29,6.0
869,2020-04-02,24,29,8.0
870,2020-03-24,24,31,31.0
871,2020-03-25,24,31,32.0
872,2020-03-26,24,31,34.0
873,2020-03-27,24,31,31.0
874,2020-03-28,24,31,27.0
875,2020-03-29,24,31,33.0
876,2020-03-30,24,31,31.0
877,2020-03-31,24,31,31.0
878,2020-04-01,24,31,32.0
879,2020-04-02,24,31,34.0
880,2020-03-24,24,35,237.0
881,2020-03-25,24,35,234.0
882,2020-03-26,24,35,230.0
883,2020-03-27,24,35,208.0
884,2020-03-28,24,35,191.0
885,2020-03-29,24,35,220.0
886,2020-03-30,24,35,238.0
887,2020-03-31,24,35,237.0
888,2020-04-01,24,35,235.0
889,2020-04-02,24,35,230.0
890,2020-03-24,24,37,395.0
891,2020-03-25,24,37,395.0
892,2020-03-26,24,37,404.0
893,2020-03-27,24,37,404.0
894,2020-03-28,24,37,354.0
895,2020-03-29,24,37,418.0
896,2020-03-30,24,37,392.0
897,2020-03-31,24,37,398.0
898,2020-04-01,24,37,398.0
899,2020-04-02,24,37,404.0
900,2020-03-24,24,39,2387.0
901,2020-03-25,24,39,2412.0
902,2020-03-26,24,39,2494.0
903,2020-03-27,24,39,2445.0
904,2020-03-28,24,39,2347.0
905,2020-03-29,24,39,2444.0
906,2020-03-30,24,39,2547.0
907,2020-03-31,24,39,2387.0
908,2020-04-01,24,39,2423.0
909,2020-04-02,24,39,2505.0
910,2020-03-24,24,40,22.0
911,2020-03-25,24,40,26.0
912,2020-03-26,24,40,24.0
913,2020-03-27,24,40,23.0
914,2020-03-28,24,40,21.0
915,2020-03-29,24,40,22.0
916,2020-03-30,24,40,23.0
917,2020-03-31,24,40,22.0
918,2020-04-01,24,40,26.0
919,2020-04-02,24,40,24.0
920,2020-03-24,26,-1,18.0
921,2020-03-25,26,-1,20.0
922,2020-03-26,26,-1,21.0
923,2020-03-27,26,-1,24.0
924,2020-03-28,26,-1,15.0
925,2020-03-29,26,-1,15.0
926,2020-03-30,26,-1,19.0
927,2020-03-31,26,-1,19.0
928,2020-04-01,26,-1,20.0
929,2020-04-02,26,-1,21.0
930,2020-03-24,26,28,11.0
931,2020-03-25,26,28,11.0
932,2020-03-26,26,28,11.0
933,2020-03-27,26,28,11.0
934,2020-03-28,26,28,11.0
935,2020-03-29,26,28,14.0
936,2020-03-30,26,28,11.0
937,2020-03-31,26,28,12.0
938,2020-04-01,26,28,12.0
939,2020-04-02,26,28,11.0
940,2020-03-24,26,35,7.0
941,2020-03-25,26,35,7.0
942,2020-03-26,26,35,7.0
943,2020-03-27,26,35,6.0
944,2020-03-28,26,35,5.0
945,2020-03-29,26,35,6.0
946,2020-03-30,26,35,7.0
947,2020-03-31,26,35,7.0
948,2020-04-01,26,35,7.0
949,2020-04-02,26,35,7.0
950,2020-03-24,26,37,14.0
951,2020-03-25,26,37,12.0
952,2020-03-26,26,37,12.0
953,2020-03-27,26,37,11.0
954,2020-03-28,26,37,12.0
955,2020-03-29,26,37,13.0
956,2020-03-30,26,37,13.0
957,2020-03-31,26,37,13.0
958,2020-04-01,26,37,12.0
959,2020-04-02,26,37,12.0
960,2020-03-24,26,39,57.0
961,2020-03-25,26,39,56.0
962,2020-03-26,26,39,58.0
963,2020-03-27,26,39,54.0
964,2020-03-28,26,39,51.0
965,2020-03-29,26,39,55.0
966,2020-03-30,26,39,61.0
967,2020-03-31,26,39,57.0
968,2020-04-01,26,39,56.0
969,2020-04-02,26,39,58.0
970,2020-03-24,27,-1,26.0
971,2020-03-25,27,-1,26.0
972,2020-03-26,27,-1,25.0
973,2020-03-27,27,-1,26.0
974,2020-03-28,27,-1,20.0
975,2020-03-29,27,-1,19.0
976,2020-03-30,27,-1,25.0
977,2020-03-31,27,-1,26.0
978,2020-04-01,27,-1,26.0
979,2020-04-02,27,-1,25.0
980,2020-03-24,27,28,22.0
981,2020-03-25,27,28,26.0
982,2020-03-26,27,28,26.0
983,2020-03-27,27,28,24.0
984,2020-03-28,27,28,21.0
985,2020-03-29,27,28,20.0
986,2020-03-30,27,28,24.0
987,2020-03-31,27,28,22.0
988,2020-04-01,27,28,26.0
989,2020-04-02,27,28,26.0
990,2020-03-24,27,35,10.0
991,2020-03-25,27,35,10.0
992,2020-03-26,27,35,10.0
993,2020-03-27,27,35,10.0
994,2020-03-28,27,35,9.0
995,2020-03-29,27,35,10.0
996,2020-03-30,27,35,10.0
997,2020-03-31,27,35,10.0
998,2020-04-01,27,35,10.0
999,2020-04-02,27,35,10.0
1000,2020-03-24,27,37,17.0
1001,2020-03-25,27,37,19.0
1002,2020-03-26,27,37,19.0
1003,2020-03-27,27,37,21.0
1004,2020-03-28,27,37,18.0
1005,2020-03-29,27,37,17.0
1006,2020-03-30,27,37,18.0
1007,2020-03-31,27,37,17.0
1008,2020-04-01,27,37,18.0
1009,2020-04-02,27,37,18.0
1010,2020-03-24,27,39,129.0
1011,2020-03-25,27,39,129.0
1012,2020-03-26,27,39,134.0
1013,2020-03-27,27,39,141.0
1014,2020-03-28,27,39,115.0
1015,2020-03-29,27,39,123.0
1016,2020-03-30,27,39,132.0
1017,2020-03-31,27,39,129.0
1018,2020-04-01,27,39,129.0
1019,2020-04-02,27,39,134.0
1020,2020-03-24,28,28,3.0
1021,2020-03-25,28,28,3.0
1022,2020-03-26,28,28,3.0
1023,2020-03-27,28,28,3.0
1024,2020-03-28,28,28,4.0
1025,2020-03-29,28,28,3.0
1026,2020-03-30,28,28,3.0
1027,2020-03-31,28,28,3.0
1028,2020-04-01,28,28,3.0
1029,2020-04-02,28,28,3.0
1030,2020-03-24,28,35,2.0
1031,2020-03-25,28,35,2.0
1032,2020-03-26,28,35,2.0
1033,2020-03-27,28,35,2.0
1034,2020-03-28,28,35,2.0
1035,2020-03-29,28,35,2.0
1036,2020-03-30,28,35,2.0
1037,2020-03-31,28,35,2.0
1038,2020-04-01,28,35,2.0
1039,2020-04-02,28,35,2.0
1040,2020-03-24,28,39,4.0
1041,2020-03-25,28,39,5.0
1042,2020-03-26,28,39,5.0
1043,2020-03-27,28,39,4.0
1044,2020-03-28,28,39,5.0
1045,2020-03-29,28,39,4.0
1046,2020-03-30,28,39,5.0
1047,2020-03-31,28,39,4.0
1048,2020-04-01,28,39,5.0
1049,2020-04-02,28,39,5.0
1050,2020-03-24,29,-1,7.0
1051,2020-03-25,29,-1,7.0
1052,2020-03-26,29,-1,7.0
1053,2020-03-27,29,-1,7.0
1054,2020-03-28,29,-1,7.0
1055,2020-03-29,29,-1,7.0
1056,2020-03-30,29,-1,7.0
1057,2020-03-31,29,-1,7.0
1058,2020-04-01,29,-1,7.0
1059,2020-04-02,29,-1,7.0
1060,2020-03-24,29,28,6.0
1061,2020-03-25,29,28,6.0
1062,2020-03-26,29,28,7.0
1063,2020-03-27,29,28,6.0
1064,2020-03-28,29,28,5.0
1065,2020-03-29,29,28,6.0
1066,2020-03-30,29,28,7.0
1067,2020-03-31,29,28,6.0
1068,2020-04-01,29,28,6.0
1069,2020-04-02,29,28,7.0
1070,2020-03-24,29,35,13.0
1071,2020-03-25,29,35,7.0
1072,2020-03-26,29,35,5.0
1073,2020-03-27,29,35,4.0
1074,2020-03-28,29,35,4.0
1075,2020-03-29,29,35,4.0
1076,2020-03-30,29,35,12.0
1077,2020-03-31,29,35,13.0
1078,2020-04-01,29,35,7.0
1079,2020-04-02,29,35,5.0
1080,2020-03-24,29,37,9.0
1081,2020-03-25,29,37,9.0
1082,2020-03-26,29,37,9.0
1083,2020-03-27,29,37,9.0
1084,2020-03-28,29,37,11.0
1085,2020-03-29,29,37,11.0
1086,2020-03-30,29,37,9.0
1087,2020-03-31,29,37,9.0
1088,2020-04-01,29,37,9.0
1089,2020-04-02,29,37,9.0
1090,2020-03-24,29,39,29.0
1091,2020-03-25,29,39,30.0
1092,2020-03-26,29,39,33.0
1093,2020-03-27,29,39,35.0
1094,2020-03-28,29,39,28.0
1095,2020-03-29,29,39,29.0
1096,2020-03-30,29,39,29.0
1097,2020-03-31,29,39,29.0
1098,2020-04-01,29,39,30.0
1099,2020-04-02,29,39,33.0
1100,2020-03-24,31,-1,4.0
1101,2020-03-25,31,-1,4.0
1102,2020-03-26,31,-1,4.0
1103,2020-03-27,31,-1,4.0
1104,2020-03-28,31,-1,4.0
1105,2020-03-29,31,-1,3.0
1106,2020-03-30,31,-1,4.0
1107,2020-03-31,31,-1,4.0
1108,2020-04-01,31,-1,4.0
1109,2020-04-02,31,-1,4.0
1110,2020-03-24,31,28,4.0
1111,2020-03-25,31,28,4.0
1112,2020-03-26,31,28,4.0
1113,2020-03-27,31,28,5.0
1114,2020-03-28,31,28,5.0
1115,2020-03-29,31,28,4.0
1116,2020-03-30,31,28,4.0
1117,2020-03-31,31,28,4.0
1118,2020-04-01,31,28,4.0
1119,2020-04-02,31,28,4.0
1120,2020-03-24,31,39,11.0
1121,2020-03-25,31,39,15.0
1122,2020-03-26,31,39,17.0
1123,2020-03-27,31,39,10.0
1124,2020-03-28,31,39,10.0
1125,2020-03-29,31,39,12.0
1126,2020-03-30,31,39,11.0
1127,2020-03-31,31,39,11.0
1128,2020-04-01,31,39,15.0
1129,2020-04-02,31,39,17.0
1130,2020-03-24,32,-1,6.0
1131,2020-03-25,32,-1,6.0
1132,2020-03-26,32,-1,7.0
1133,2020-03-27,32,-1,6.0
1134,2020-03-28,32,-1,6.0
1135,2020-03-29,32,-1,6.0
1136,2020-03-30,32,-1,7.0
1137,2020-03-31,32,-1,6.0
1138,2020-04-01,32,-1,6.0
1139,2020-04-02,32,-1,7.0
1140,2020-03-24,32,28,8.0
1141,2020-03-25,32,28,6.0
1142,2020-03-26,32,28,7.0
1143,2020-03-27,32,28,7.0
1144,2020-03-28,32,28,7.0
1145,2020-03-29,32,28,8.0
1146,2020-03-30,32,28,7.0
1147,2020-03-31,32,28,8.0
1148,2020-04-01,32,28,6.0
1149,2020-04-02,32,28,7.0
1150,2020-03-24,32,37,5.0
1151,2020-03-25,32,37,5.0
1152,2020-03-26,32,37,5.0
1153,2020-03-27,32,37,5.0
1154,2020-03-28,32,37,5.0
1155,2020-03-29,32,37,5.0
1156,2020-03-30,32,37,5.0
1157,2020-03-31,32,37,5.0
1158,2020-04-01,32,37,5.0
1159,2020-04-02,32,37,5.0
1160,2020-03-24,32,39,23.0
1161,2020-03-25,32,39,28.0
1162,2020-03-26,32,39,31.0
1163,2020-03-27,32,39,32.0
1164,2020-03-28,32,39,32.0
1165,2020-03-29,32,39,40.0
1166,2020-03-30,32,39,24.0
1167,2020-03-31,32,39,23.0
1168,2020-04-01,32,39,28.0
1169,2020-04-02,32,39,31.0
1170,2020-03-24,-1,17,4.0
1171,2020-03-25,-1,17,3.0
1172,2020-03-26,-1,17,3.0
1173,2020-03-27,-1,17,3.0
1174,2020-03-28,-1,17,4.0
1175,2020-03-29,-1,17,3.0
1176,2020-03-30,-1,17,4.0
1177,2020-03-31,-1,17,4.0
1178,2020-04-01,-1,17,3.0
1179,2020-04-02,-1,17,3.0
1180,2020-03-24,1,39,3.0
1181,2020-03-25,1,39,4.0
1182,2020-03-26,1,39,4.0
1183,2020-03-27,1,39,4.0
1184,2020-03-28,1,39,3.0
1185,2020-03-29,1,39,3.0
1186,2020-03-30,1,39,4.0
1187,2020-03-31,1,39,3.0
1188,2020-04-01,1,39,4.0
1189,2020-04-02,1,39,4.0
1190,2020-03-24,4,17,7.0
1191,2020-03-25,4,17,7.0
1192,2020-03-26,4,17,8.0
1193,2020-03-27,4,17,8.0
1194,2020-03-28,4,17,8.0
1195,2020-03-29,4,17,7.0
1196,2020-03-30,4,17,8.0
1197,2020-03-31,4,17,7.0
1198,2020-04-01,4,17,7.0
1199,2020-04-02,4,17,8.0
1200,2020-03-24,5,26,3.0
1201,2020-03-25,5,26,3.0
1202,2020-03-26,5,26,3.0
1203,2020-03-27,5,26,3.0
1204,2020-03-28,5,26,3.0
1205,2020-03-29,5,26,3.0
1206,2020-03-30,5,26,3.0
1207,2020-03-31,5,26,3.0
1208,2020-04-01,5,26,3.0
1209,2020-04-02,5,26,3.0
1210,2020-03-24,7,28,4.0
1211,2020-03-25,7,28,4.0
1212,2020-03-26,7,28,5.0
1213,2020-03-27,7,28,4.0
1214,2020-03-28,7,28,3.0
1215,2020-03-29,7,28,4.0
1216,2020-03-30,7,28,5.0
1217,2020-03-31,7,28,4.0
1218,2020-04-01,7,28,4.0
1219,2020-04-02,7,28,5.0
1220,2020-03-24,7,35,3.0
1221,2020-03-25,7,35,3.0
1222,2020-03-26,7,35,3.0
1223,2020-03-27,7,35,3.0
1224,2020-03-28,7,35,2.0
1225,2020-03-29,7,35,3.0
1226,2020-03-30,7,35,3.0
1227,2020-03-31,7,35,3.0
1228,2020-04-01,7,35,3.0
1229,2020-04-02,7,35,3.0
1230,2020-03-24,8,-1,5.0
1231,2020-03-25,8,-1,4.0
1232,2020-03-26,8,-1,6.0
1233,2020-03-27,8,-1,6.0
1234,2020-03-28,8,-1,4.0
1235,2020-03-29,8,-1,3.0
1236,2020-03-30,8,-1,5.0
1237,2020-03-31,8,-1,5.0
1238,2020-04-01,8,-1,4.0
1239,2020-04-02,8,-1,6.0
1240,2020-03-24,8,37,4.0
1241,2020-03-25,8,37,5.0
1242,2020-03-26,8,37,4.0
1243,2020-03-27,8,37,3.0
1244,2020-03-28,8,37,4.0
1245,2020-03-29,8,37,5.0
1246,2020-03-30,8,37,4.0
1247,2020-03-31,8,37,4.0
1248,2020-04-01,8,37,5.0
1249,2020-04-02,8,37,4.0
1250,2020-03-24,11,26,3.0
1251,2020-03-25,11,26,3.0
1252,2020-03-26,11,26,3.0
1253,2020-03-27,11,26,3.0
1254,2020-03-28,11,26,3.0
1255,2020-03-29,11,26,4.0
1256,2020-03-30,11,26,4.0
1257,2020-03-31,11,26,3.0
1258,2020-04-01,11,26,3.0
1259,2020-04-02,11,26,3.0
1260,2020-03-24,11,29,3.0
1261,2020-03-25,11,29,3.0
1262,2020-03-26,11,29,3.0
1263,2020-03-27,11,29,2.0
1264,2020-03-28,11,29,2.0
1265,2020-03-29,11,29,2.0
1266,2020-03-30,11,29,4.0
1267,2020-03-31,11,29,3.0
1268,2020-04-01,11,29,3.0
1269,2020-04-02,11,29,3.0
1270,2020-03-24,12,17,7.0
1271,2020-03-25,12,17,7.0
1272,2020-03-26,12,17,7.0
1273,2020-03-27,12,17,7.0
1274,2020-03-28,12,17,7.0
1275,2020-03-29,12,17,6.0
1276,2020-03-30,12,17,7.0
1277,2020-03-31,12,17,7.0
1278,2020-04-01,12,17,7.0
1279,2020-04-02,12,17,7.0
1280,2020-03-24,12,29,3.0
1281,2020-03-25,12,29,3.0
1282,2020-03-26,12,29,3.0
1283,2020-03-27,12,29,3.0
1284,2020-03-28,12,29,3.0
1285,2020-03-29,12,29,3.0
1286,2020-03-30,12,29,3.0
1287,2020-03-31,12,29,3.0
1288,2020-04-01,12,29,3.0
1289,2020-04-02,12,29,3.0
1290,2020-03-24,12,31,4.0
1291,2020-03-25,12,31,5.0
1292,2020-03-26,12,31,5.0
1293,2020-03-27,12,31,5.0
1294,2020-03-28,12,31,5.0
1295,2020-03-29,12,31,5.0
1296,2020-03-30,12,31,4.0
1297,2020-03-31,12,31,4.0
1298,2020-04-01,12,31,5.0
1299,2020-04-02,12,31,5.0
1300,2020-03-24,14,28,5.0
1301,2020-03-25,14,28,6.0
1302,2020-03-26,14,28,6.0
1303,2020-03-27,14,28,5.0
1304,2020-03-28,14,28,4.0
1305,2020-03-29,14,28,4.0
1306,2020-03-30,14,28,6.0
1307,2020-03-31,14,28,5.0
1308,2020-04-01,14,28,6.0
1309,2020-04-02,14,28,6.0
1310,2020-03-24,14,35,3.0
1311,2020-03-25,14,35,3.0
1312,2020-03-26,14,35,3.0
1313,2020-03-27,14,35,3.0
1314,2020-03-28,14,35,3.0
1315,2020-03-29,14,35,3.0
1316,2020-03-30,14,35,3.0
1317,2020-03-31,14,35,3.0
1318,2020-04-01,14,35,3.0
1319,2020-04-02,14,35,3.0
1320,2020-03-24,16,-1,4.0
1321,2020-03-25,16,-1,5.0
1322,2020-03-26,16,-1,5.0
1323,2020-03-27,16,-1,5.0
1324,2020-03-28,16,-1,4.0
1325,2020-03-29,16,-1,3.0
1326,2020-03-30,16,-1,5.0
1327,2020-03-31,16,-1,4.0
1328,2020-04-01,16,-1,5.0
1329,2020-04-02,16,-1,5.0
1330,2020-03-24,16,28,4.0
1331,2020-03-25,16,28,4.0
1332,2020-03-26,16,28,4.0
1333,2020-03-27,16,28,4.0
1334,2020-03-28,16,28,3.0
1335,2020-03-29,16,28,4.0
1336,2020-03-30,16,28,4.0
1337,2020-03-31,16,28,4.0
1338,2020-04-01,16,28,4.0
1339,2020-04-02,16,28,4.0
1340,2020-03-24,16,37,3.0
1341,2020-03-25,16,37,3.0
1342,2020-03-26,16,37,3.0
1343,2020-03-27,16,37,3.0
1344,2020-03-28,16,37,2.0
1345,2020-03-29,16,37,3.0
1346,2020-03-30,16,37,3.0
1347,2020-03-31,16,37,3.0
1348,2020-04-01,16,37,3.0
1349,2020-04-02,16,37,3.0
1350,2020-03-24,18,-1,2.0
1351,2020-03-25,18,-1,2.0
1352,2020-03-26,18,-1,2.0
1353,2020-03-27,18,-1,2.0
1354,2020-03-28,18,-1,2.0
1355,2020-03-29,18,-1,2.0
1356,2020-03-30,18,-1,2.0
1357,2020-03-31,18,-1,2.0
1358,2020-04-01,18,-1,2.0
1359,2020-04-02,18,-1,2.0
1360,2020-03-24,19,26,3.0
1361,2020-03-25,19,26,3.0
1362,2020-03-26,19,26,3.0
1363,2020-03-27,19,26,3.0
1364,2020-03-28,19,26,3.0
1365,2020-03-29,19,26,3.0
1366,2020-03-30,19,26,3.0
1367,2020-03-31,19,26,3.0
1368,2020-04-01,19,26,3.0
1369,2020-04-02,19,26,3.0
1370,2020-03-24,19,37,8.0
1371,2020-03-25,19,37,7.0
1372,2020-03-26,19,37,7.0
1373,2020-03-27,19,37,7.0
1374,2020-03-28,19,37,7.0
1375,2020-03-29,19,37,10.0
1376,2020-03-30,19,37,7.0
1377,2020-03-31,19,37,6.0
1378,2020-04-01,19,37,7.0
1379,2020-04-02,19,37,7.0
1380,2020-03-24,23,31,3.0
1381,2020-03-25,23,31,3.0
1382,2020-03-26,23,31,3.0
1383,2020-03-27,23,31,3.0
1384,2020-03-28,23,31,3.0
1385,2020-03-29,23,31,3.0
1386,2020-03-30,23,31,3.0
1387,2020-03-31,23,31,3.0
1388,2020-04-01,23,31,3.0
1389,2020-04-02,23,31,3.0
1390,2020-03-24,24,17,1.0
1391,2020-03-25,24,17,2.0
1392,2020-03-26,24,17,2.0
1393,2020-03-27,24,17,2.0
1394,2020-03-28,24,17,2.0
1395,2020-03-29,24,17,2.0
1396,2020-03-30,24,17,2.0
1397,2020-03-31,24,17,2.0
1398,2020-04-01,24,17,2.0
1399,2020-04-02,24,17,2.0
1400,2020-03-24,24,38,5.0
1401,2020-03-25,24,38,5.0
1402,2020-03-26,24,38,5.0
1403,2020-03-27,24,38,5.0
1404,2020-03-28,24,38,2.0
1405,2020-03-29,24,38,3.0
1406,2020-03-30,24,38,6.0
1407,2020-03-31,24,38,5.0
1408,2020-04-01,24,38,5.0
1409,2020-04-02,24,38,5.0
1410,2020-03-24,24,49,6.0
1411,2020-03-25,24,49,5.0
1412,2020-03-26,24,49,6.0
1413,2020-03-27,24,49,7.0
1414,2020-03-28,24,49,7.0
1415,2020-03-29,24,49,7.0
1416,2020-03-30,24,49,6.0
1417,2020-03-31,24,49,6.0
1418,2020-04-01,24,49,5.0
1419,2020-04-02,24,49,6.0
1420,2020-03-24,26,29,4.0
1421,2020-03-25,26,29,4.0
1422,2020-03-26,26,29,4.0
1423,2020-03-27,26,29,4.0
1424,2020-03-28,26,29,3.0
1425,2020-03-29,26,29,3.0
1426,2020-03-30,26,29,4.0
1427,2020-03-31,26,29,4.0
1428,2020-04-01,26,29,4.0
1429,2020-04-02,26,29,4.0
1430,2020-03-24,26,31,3.0
1431,2020-03-25,26,31,3.0
1432,2020-03-26,26,31,3.0
1433,2020-03-27,26,31,4.0
1434,2020-03-28,26,31,4.0
1435,2020-03-29,26,31,4.0
1436,2020-03-30,26,31,3.0
1437,2020-03-31,26,31,3.0
1438,2020-04-01,26,31,3.0
1439,2020-04-02,26,31,3.0
1440,2020-03-24,26,49,5.0
1441,2020-03-25,26,49,5.0
1442,2020-03-26,26,49,5.0
1443,2020-03-27,26,49,5.0
1444,2020-03-28,26,49,5.0
1445,2020-03-29,26,49,3.0
1446,2020-03-30,26,49,5.0
1447,2020-03-31,26,49,5.0
1448,2020-04-01,26,49,5.0
1449,2020-04-02,26,49,5.0
1450,2020-03-24,27,40,3.0
1451,2020-03-25,27,40,3.0
1452,2020-03-26,27,40,3.0
1453,2020-03-27,27,40,4.0
1454,2020-03-28,27,40,4.0
1455,2020-03-29,27,40,4.0
1456,2020-03-30,27,40,3.0
1457,2020-03-31,27,40,4.0
1458,2020-04-01,27,40,4.0
1459,2020-04-02,27,40,4.0
1460,2020-03-24,29,26,4.0
1461,2020-03-25,29,26,4.0
1462,2020-03-26,29,26,4.0
1463,2020-03-27,29,26,4.0
1464,2020-03-28,29,26,4.0
1465,2020-03-29,29,26,4.0
1466,2020-03-30,29,26,4.0
1467,2020-03-31,29,26,4.0
1468,2020-04-01,29,26,4.0
1469,2020-04-02,29,26,4.0
1470,2020-03-24,29,40,3.0
1471,2020-03-25,29,40,3.0
1472,2020-03-26,29,40,3.0
1473,2020-03-27,29,40,3.0
1474,2020-03-28,29,40,2.0
1475,2020-03-29,29,40,3.0
1476,2020-03-30,29,40,3.0
1477,2020-03-31,29,40,3.0
1478,2020-04-01,29,40,3.0
1479,2020-04-02,29,40,3.0
1480,2020-03-24,31,37,3.0
1481,2020-03-25,31,37,3.0
1482,2020-03-26,31,37,5.0
1483,2020-03-27,31,37,5.0
1484,2020-03-28,31,37,3.0
1485,2020-03-29,31,37,3.0
1486,2020-03-30,31,37,3.0
1487,2020-03-31,31,37,3.0
1488,2020-04-01,31,37,3.0
1489,2020-04-02,31,37,5.0
1490,2020-03-24,31,40,2.0
1491,2020-03-25,31,40,2.0
1492,2020-03-26,31,40,2.0
1493,2020-03-27,31,40,2.0
1494,2020-03-28,31,40,2.0
1495,2020-03-29,31,40,2.0
1496,2020-03-30,31,40,2.0
1497,2020-03-31,31,40,2.0
1498,2020-04-01,31,40,2.0
1499,2020-04-02,31,40,2.0
1500,2020-03-24,32,35,5.0
1501,2020-03-25,32,35,4.0
1502,2020-03-26,32,35,4.0
1503,2020-03-27,32,35,4.0
1504,2020-03-28,32,35,3.0
1505,2020-03-29,32,35,4.0
1506,2020-03-30,32,35,5.0
1507,2020-03-31,32,35,5.0
1508,2020-04-01,32,35,4.0
1509,2020-04-02,32,35,4.0
1510,2020-03-24,-2,35,10.0
1511,2020-03-25,-2,35,10.0
1512,2020-03-26,-2,35,12.0
1513,2020-03-27,-2,35,10.0
1514,2020-03-28,-2,35,8.0
1515,2020-03-29,-2,35,10.0
1516,2020-03-30,-2,35,10.0
1517,2020-03-31,-2,35,10.0
1518,2020-04-01,-2,35,10.0
1519,2020-04-02,-2,35,12.0
1520,2020-03-24,2,39,3.0
1521,2020-03-25,2,39,4.0
1522,2020-03-26,2,39,4.0
1523,2020-03-27,2,39,4.0
1524,2020-03-28,2,39,3.0
1525,2020-03-29,2,39,3.0
1526,2020-03-30,2,39,4.0
1527,2020-03-31,2,39,3.0
1528,2020-04-01,2,39,4.0
1529,2020-04-02,2,39,4.0
1530,2020-03-24,5,31,4.0
1531,2020-03-25,5,31,4.0
1532,2020-03-26,5,31,4.0
1533,2020-03-27,5,31,4.0
1534,2020-03-28,5,31,4.0
1535,2020-03-29,5,31,4.0
1536,2020-03-30,5,31,4.0
1537,2020-03-31,5,31,4.0
1538,2020-04-01,5,31,4.0
1539,2020-04-02,5,31,4.0
1540,2020-03-24,6,37,2.0
1541,2020-03-25,6,37,2.0
1542,2020-03-26,6,37,2.0
1543,2020-03-27,6,37,2.0
1544,2020-03-28,6,37,2.0
1545,2020-03-29,6,37,2.0
1546,2020-03-30,6,37,2.0
1547,2020-03-31,6,37,2.0
1548,2020-04-01,6,37,2.0
1549,2020-04-02,6,37,2.0
1550,2020-03-24,8,35,3.0
1551,2020-03-25,8,35,3.0
1552,2020-03-26,8,35,3.0
1553,2020-03-27,8,35,3.0
1554,2020-03-28,8,35,3.0
1555,2020-03-29,8,35,3.0
1556,2020-03-30,8,35,3.0
1557,2020-03-31,8,35,3.0
1558,2020-04-01,8,35,3.0
1559,2020-04-02,8,35,3.0
1560,2020-03-24,12,40,4.0
1561,2020-03-25,12,40,4.0
1562,2020-03-26,12,40,4.0
1563,2020-03-27,12,40,2.0
1564,2020-03-28,12,40,2.0
1565,2020-03-29,12,40,2.0
1566,2020-03-30,12,40,4.0
1567,2020-03-31,12,40,4.0
1568,2020-04-01,12,40,4.0
1569,2020-04-02,12,40,4.0
1570,2020-03-24,13,28,4.0
1571,2020-03-25,13,28,4.0
1572,2020-03-26,13,28,4.0
1573,2020-03-27,13,28,3.0
1574,2020-03-28,13,28,3.0
1575,2020-03-29,13,28,3.0
1576,2020-03-30,13,28,4.0
1577,2020-03-31,13,28,4.0
1578,2020-04-01,13,28,4.0
1579,2020-04-02,13,28,4.0
1580,2020-03-24,13,39,3.0
1581,2020-03-25,13,39,4.0
1582,2020-03-26,13,39,4.0
1583,2020-03-27,13,39,4.0
1584,2020-03-28,13,39,3.0
1585,2020-03-29,13,39,3.0
1586,2020-03-30,13,39,4.0
1587,2020-03-31,13,39,3.0
1588,2020-04-01,13,39,4.0
